region,age_group,education,income_level,marital_status,gender,children_group,occupation,cluster_id,group_key,n_americans_in_group,n_clusters_total,openness,conscientiousness,extraversion,agreeableness,neuroticism,cluster_weight,target_audience_id,target_audience_name,data_source
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Комбайнер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,0,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Продавец-консультант,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,1,Врач,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Медсестра,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Учитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Военнослужащий,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,2,Уборщик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Техник связи,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Логист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Учитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Механик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Инженер-технолог,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Социальный работник,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Фрезеровщик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Учитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,2,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Безработный,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Врач,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,3+,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Медсестра,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,HR-специалист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,1,Отделочник,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Фрезеровщик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Юрист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,0,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Продавец-консультант,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,0,Электрик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Плотник,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше МРОТ: 17 733-27000,Женат,Женский,0,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,2,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Социальный работник,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,0,Бухгалтер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,2,Официант,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Администратор магазина,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,0,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Контролер ОТК,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,3+,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,2,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Электрик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,0,Отделочник,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,2,Продавец-консультант,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,HR-специалист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Отделочник,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Студент,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Юрист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Бухгалтер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Низкий: 0-17733,Женат,Женский,2,Безработный,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Продавец-консультант,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,2,Слесарь,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,0,Учитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Пенсионер,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,1,Кассир,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,2,Журналист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Фрезеровщик,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,1,Тракторист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,1,Логист,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Бедный регион,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Водитель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Выше_среднего: 45 000-123500,Женат,Женский,0,Слесарь,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Высокий: 123 500-250000,Женат,Женский,1,Предприниматель,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
Регион миллионник,35-39,среднего профессионального образования,Средний: 27 000-45000,Женат,Женский,3+,Продавец-консультант,0,"(7, 1, 1, 1)",2,1,открыт новому опыту и идеям,"дисциплинирован, пунктуален, ответственен","очень общителен, постоянно ищет социального взаимодействия","очень эмпатичен, ставит нужды других выше своих","обычно спокоен, но может реагировать на сложности",1.0,1,mothers,pgm_synthetic
