region,age,gender,income,children
Чувашская Республика,75,Ж,15000,0
Чувашская Республика,64,Ж,60552,3
Чувашская Республика,51,Ж,66953,2
Чувашская Республика,52,Ж,15000,0
Чувашская Республика,44,Ж,55166,0
Чувашская Республика,34,Ж,78233,0
Чувашская Республика,29,Ж,80038,3
Чувашская Республика,77,М,24078,3
Чувашская Республика,49,М,92505,2
Чувашская Республика,21,Ж,40225,1
Чувашская Республика,71,М,71767,0
Чувашская Республика,29,Ж,30922,1
Чувашская Республика,52,М,34417,2
Чувашская Республика,60,М,34374,1
Чувашская Республика,58,Ж,15000,1
Чувашская Республика,52,М,55266,2
Чувашская Республика,71,Ж,53133,0
Чувашская Республика,18,М,76757,1
Чувашская Республика,64,Ж,59564,0
Чувашская Республика,44,Ж,51694,1
Чувашская Республика,41,Ж,93123,2
Чувашская Республика,48,Ж,44432,3
Чувашская Республика,40,М,19164,1
Чувашская Республика,58,М,74454,1
Чувашская Республика,29,Ж,58434,2
Чувашская Республика,45,М,63701,1
Чувашская Республика,35,Ж,48648,4
Чувашская Республика,30,Ж,53341,1
Чувашская Республика,18,М,38681,1
Чувашская Республика,46,Ж,61107,1
Чувашская Республика,35,Ж,31009,1
Чувашская Республика,39,Ж,29342,1
Чувашская Республика,70,Ж,15000,0
Чувашская Республика,59,М,91776,2
Чувашская Республика,62,М,59482,0
Чувашская Республика,34,М,66518,2
Чувашская Республика,40,М,47291,2
Чувашская Республика,25,М,94960,1
Чувашская Республика,80,М,87339,1
Чувашская Республика,36,Ж,68357,3
Чувашская Республика,32,М,59287,5
Чувашская Республика,56,Ж,37365,3
Чувашская Республика,51,Ж,49886,2
Чувашская Республика,42,Ж,39118,5
Чувашская Республика,63,М,15000,0
Чувашская Республика,26,Ж,57058,0
Чувашская Республика,52,М,69974,0
Чувашская Республика,18,М,48604,1
Чувашская Республика,25,М,25321,4
Чувашская Республика,54,М,84572,4
Чувашская Республика,32,Ж,15000,1
Чувашская Республика,48,Ж,70988,0
Чувашская Республика,49,Ж,44039,1
Чувашская Республика,44,М,83160,4
Чувашская Республика,23,Ж,32812,0
Чувашская Республика,45,М,59076,1
Чувашская Республика,38,Ж,50957,1
Чувашская Республика,69,М,20962,3
Чувашская Республика,46,Ж,15000,4
Чувашская Республика,51,Ж,47245,3
Чувашская Республика,41,М,60036,2
Чувашская Республика,18,М,15000,0
Чувашская Республика,28,Ж,65943,2
Чувашская Республика,28,М,53084,2
Чувашская Республика,49,М,85492,1
Чувашская Республика,52,Ж,46876,1
Чувашская Республика,49,Ж,92024,2
Чувашская Республика,55,Ж,57442,0
Чувашская Республика,37,Ж,52595,0
Чувашская Республика,53,М,77383,0
Чувашская Республика,39,М,58149,0
Чувашская Республика,40,М,68146,2
Чувашская Республика,56,Ж,57661,1
Чувашская Республика,44,Ж,60063,1
Чувашская Республика,36,Ж,92751,1
Чувашская Республика,45,М,16836,2
Чувашская Республика,52,Ж,71373,3
Чувашская Республика,52,Ж,61814,0
Чувашская Республика,18,М,36887,0
Чувашская Республика,38,М,48463,3
Чувашская Республика,25,Ж,59009,1
Чувашская Республика,33,М,42603,2
Чувашская Республика,69,М,46490,0
Чувашская Республика,25,Ж,126739,1
Чувашская Республика,27,М,72947,1
Чувашская Республика,18,Ж,64836,1
Чувашская Республика,50,Ж,51723,1
Чувашская Республика,73,Ж,41779,4
Чувашская Республика,38,М,71347,3
Чувашская Республика,18,М,15000,0
Чувашская Республика,53,М,84251,4
Чувашская Республика,33,М,53259,3
Чувашская Республика,45,М,102832,2
Чувашская Республика,25,М,70147,2
Чувашская Республика,44,Ж,65188,0
Чувашская Республика,37,Ж,26167,1
Чувашская Республика,70,Ж,15000,2
Чувашская Республика,31,М,53635,0
Чувашская Республика,50,Ж,75436,0
Чувашская Республика,57,Ж,38793,0
Чувашская Республика,40,М,66806,2
Чувашская Республика,38,Ж,15000,1
Чувашская Республика,49,Ж,40574,3
Чувашская Республика,23,М,62878,0
Чувашская Республика,20,Ж,15000,0
Чувашская Республика,56,М,17778,0
Чувашская Республика,53,М,39736,0
Чувашская Республика,29,Ж,73238,0
Чувашская Республика,37,Ж,66014,2
Чувашская Республика,32,Ж,31496,4
Чувашская Республика,37,М,68126,2
Чувашская Республика,27,Ж,47953,2
Чувашская Республика,29,М,52095,0
Чувашская Республика,39,М,98560,0
Чувашская Республика,34,М,74754,1
Чувашская Республика,63,Ж,17942,1
Чувашская Республика,26,М,70422,0
Чувашская Республика,45,М,98801,4
Чувашская Республика,61,М,15357,1
Чувашская Республика,73,Ж,47071,0
Чувашская Республика,43,М,74918,1
Чувашская Республика,36,М,65850,2
Чувашская Республика,51,М,56296,1
Чувашская Республика,35,М,54717,1
Чувашская Республика,51,Ж,46350,1
Чувашская Республика,24,Ж,30317,0
Чувашская Республика,51,М,81833,1
Чувашская Республика,46,М,43475,3
Чувашская Республика,24,М,45338,1
Чувашская Республика,56,Ж,25516,1
Чувашская Республика,44,Ж,48300,2
Чувашская Республика,37,Ж,55251,0
Чувашская Республика,39,М,49384,0
Чувашская Республика,35,М,17238,2
Чувашская Республика,45,М,41728,3
Чувашская Республика,35,М,103026,2
Чувашская Республика,40,М,46769,5
Чувашская Республика,52,М,78158,2
Чувашская Республика,26,Ж,74448,0
Чувашская Республика,49,М,21731,3
Чувашская Республика,34,Ж,74621,1
Чувашская Республика,25,М,83242,0
Чувашская Республика,18,М,81905,1
Чувашская Республика,51,Ж,41344,0
Чувашская Республика,21,Ж,15000,0
Чувашская Республика,35,Ж,21024,2
Чувашская Республика,30,М,34137,3
Чувашская Республика,55,М,80959,0
Чувашская Республика,42,Ж,73236,2
Чувашская Республика,42,М,30090,2
Чувашская Республика,41,М,65335,0
Чувашская Республика,32,Ж,43489,4
Чувашская Республика,68,Ж,15000,2
Чувашская Республика,43,М,69406,3
Чувашская Республика,45,М,113149,1
Чувашская Республика,62,Ж,15000,0
Чувашская Республика,18,Ж,27019,0
Чувашская Республика,45,М,43849,4
Чувашская Республика,29,М,95558,1
Чувашская Республика,65,Ж,38928,0
Чувашская Республика,31,Ж,55727,3
Чувашская Республика,36,Ж,45862,3
Чувашская Республика,66,М,37711,3
Чувашская Республика,45,Ж,19681,1
Чувашская Республика,70,Ж,51570,2
Чувашская Республика,70,Ж,20887,2
Чувашская Республика,47,М,33729,2
Чувашская Республика,50,Ж,40889,0
Чувашская Республика,53,М,63351,2
Чувашская Республика,43,М,57373,0
Чувашская Республика,65,М,15000,1
Чувашская Республика,28,М,65919,2
Чувашская Республика,22,Ж,40891,1
Чувашская Республика,38,Ж,15000,0
Чувашская Республика,58,Ж,53517,0
Чувашская Республика,28,Ж,52271,0
Чувашская Республика,45,Ж,53145,2
Чувашская Республика,60,Ж,28694,0
Чувашская Республика,57,М,41979,2
Чувашская Республика,26,Ж,20309,1
Чувашская Республика,28,М,69242,3
Чувашская Республика,59,Ж,88450,1
Чувашская Республика,18,Ж,24476,0
Чувашская Республика,37,Ж,76020,1
Чувашская Республика,35,М,120382,1
Чувашская Республика,50,М,50957,0
Чувашская Республика,52,Ж,54190,1
Чувашская Республика,35,М,68162,2
Чувашская Республика,26,М,96358,0
Чувашская Республика,45,Ж,35423,2
Чувашская Республика,80,М,25509,4
Чувашская Республика,71,Ж,33084,0
Чувашская Республика,31,Ж,15000,1
Чувашская Республика,41,Ж,43768,1
Чувашская Республика,22,Ж,27544,0
Чувашская Республика,37,Ж,65385,3
Чувашская Республика,20,Ж,95210,0
Чувашская Республика,32,Ж,25258,0
Чувашская Республика,37,Ж,42243,1
Чувашская Республика,47,Ж,35263,1
Чувашская Республика,47,М,15000,2
Чувашская Республика,38,Ж,15000,0
Чувашская Республика,48,Ж,15226,2
Чувашская Республика,61,М,39855,1
Чувашская Республика,18,Ж,21317,0
Чувашская Республика,37,М,66563,2
Чувашская Республика,64,М,42384,2
Чувашская Республика,43,Ж,53461,2
Брянская область,36,Ж,46426,2
Брянская область,18,М,74530,0
Брянская область,48,Ж,37336,0
Брянская область,39,М,27280,0
Брянская область,34,Ж,47831,2
Брянская область,38,М,51477,1
Брянская область,22,М,15000,1
Брянская область,56,М,71838,0
Брянская область,35,М,75053,1
Брянская область,43,М,69095,2
Брянская область,29,М,89233,0
Брянская область,40,М,90494,0
Брянская область,39,Ж,49567,2
Брянская область,47,М,54631,0
Брянская область,60,М,26659,0
Брянская область,36,М,108025,0
Брянская область,61,Ж,56612,0
Брянская область,41,Ж,65592,4
Брянская область,57,Ж,68312,0
Брянская область,18,Ж,15000,1
Брянская область,55,Ж,70082,5
Брянская область,43,Ж,61935,0
Брянская область,28,Ж,68266,1
Брянская область,31,М,73332,0
Брянская область,37,Ж,64795,1
Брянская область,47,Ж,61899,4
Брянская область,33,Ж,36360,2
Брянская область,18,М,58916,0
Брянская область,70,Ж,71222,0
Брянская область,41,М,64989,1
Брянская область,29,Ж,126318,0
Брянская область,46,Ж,23035,1
Брянская область,20,М,16986,1
Брянская область,19,Ж,15000,1
Брянская область,37,М,77611,1
Брянская область,28,Ж,56470,0
Брянская область,33,Ж,15000,4
Брянская область,73,Ж,35033,1
Брянская область,47,Ж,56655,2
Брянская область,18,Ж,63734,1
Брянская область,59,Ж,59103,0
Брянская область,60,Ж,51306,2
Брянская область,18,Ж,39339,0
Брянская область,35,М,72882,2
Брянская область,19,Ж,92026,0
Брянская область,29,М,67956,0
Брянская область,24,Ж,28796,0
Брянская область,32,М,86996,1
Брянская область,34,М,85490,2
Брянская область,57,М,75511,1
Брянская область,20,М,52746,0
Брянская область,53,М,40430,0
Брянская область,21,Ж,30102,1
Брянская область,34,Ж,38801,1
Брянская область,65,Ж,27948,1
Брянская область,63,М,77962,1
Брянская область,31,Ж,48365,0
Брянская область,35,Ж,15000,2
Брянская область,41,Ж,23642,5
Брянская область,63,М,24001,3
Брянская область,34,М,101056,1
Брянская область,55,Ж,91303,1
Брянская область,52,Ж,30941,0
Брянская область,46,М,30248,2
Брянская область,24,М,55964,0
Брянская область,42,Ж,32228,0
Брянская область,31,Ж,70468,0
Брянская область,53,Ж,57031,4
Брянская область,51,М,26771,0
Брянская область,41,М,79797,1
Брянская область,27,Ж,15000,1
Брянская область,46,М,64083,0
Брянская область,36,М,43588,1
Брянская область,44,Ж,15000,0
Брянская область,37,М,40044,3
Брянская область,42,М,18293,2
Брянская область,56,Ж,64742,1
Брянская область,64,М,31722,2
Брянская область,34,Ж,70798,0
Брянская область,39,М,48477,3
Брянская область,33,Ж,77456,2
Брянская область,31,М,78562,3
Брянская область,49,Ж,53480,1
Брянская область,43,Ж,17901,2
Брянская область,18,М,59013,1
Брянская область,23,М,26203,0
Брянская область,73,М,60226,0
Брянская область,51,М,79704,1
Брянская область,40,Ж,26177,1
Брянская область,54,М,15000,1
Брянская область,48,М,15000,0
Брянская область,20,М,41046,0
Брянская область,30,М,42222,0
Брянская область,64,М,15000,1
Брянская область,66,Ж,15000,0
Брянская область,36,Ж,70961,2
Брянская область,31,Ж,50867,0
Брянская область,19,Ж,41508,1
Брянская область,35,Ж,20870,3
Брянская область,52,Ж,25244,2
Брянская область,42,Ж,21222,0
Брянская область,23,М,79648,0
Брянская область,28,М,79339,0
Брянская область,46,М,44600,2
Брянская область,29,М,69758,1
Брянская область,44,М,76859,4
Брянская область,47,М,45608,0
Брянская область,48,М,56398,0
Брянская область,45,М,58828,1
Брянская область,41,Ж,19245,2
Брянская область,30,Ж,15000,1
Брянская область,41,М,109790,0
Брянская область,40,Ж,44024,2
Брянская область,52,Ж,74864,0
Брянская область,38,М,37667,1
Брянская область,35,Ж,20144,4
Брянская область,25,М,36900,0
Брянская область,43,М,89751,1
Брянская область,57,Ж,39111,0
Брянская область,48,Ж,78105,1
Брянская область,31,Ж,51814,2
Брянская область,39,М,38163,3
Брянская область,75,Ж,15000,1
Брянская область,41,М,95798,2
Брянская область,38,М,75135,1
Брянская область,54,Ж,57459,2
Брянская область,25,Ж,88246,3
Брянская область,18,Ж,15000,1
Брянская область,45,Ж,26148,0
Брянская область,65,М,37378,2
Брянская область,38,М,48383,3
Брянская область,55,Ж,30262,0
Брянская область,37,М,56715,3
Брянская область,55,Ж,49945,0
Брянская область,61,Ж,36855,0
Брянская область,52,Ж,57618,0
Брянская область,52,Ж,77162,1
Брянская область,42,Ж,36990,1
Брянская область,56,Ж,74901,0
Брянская область,43,Ж,44474,0
Брянская область,31,М,75695,0
Брянская область,43,Ж,16490,5
Брянская область,58,Ж,33801,1
Брянская область,39,Ж,29898,2
Брянская область,32,М,52941,4
Брянская область,29,М,68572,1
Брянская область,44,Ж,29238,2
Брянская область,54,М,49422,0
Брянская область,35,Ж,23100,1
Брянская область,52,М,43929,0
Брянская область,59,Ж,67933,1
Брянская область,39,Ж,22304,2
Брянская область,25,М,15000,1
Брянская область,34,М,56963,3
Брянская область,32,М,77692,1
Брянская область,34,Ж,69413,2
Брянская область,23,М,29440,0
Брянская область,46,М,52154,3
Брянская область,55,Ж,15000,2
Брянская область,47,М,25940,1
Брянская область,31,М,123700,1
Брянская область,34,Ж,49381,1
Брянская область,55,М,30842,1
Брянская область,36,Ж,65742,1
Брянская область,18,М,28942,1
Брянская область,32,М,140264,0
Брянская область,23,Ж,48073,0
Брянская область,18,Ж,21602,0
Брянская область,23,Ж,36288,0
Брянская область,22,М,48005,0
Брянская область,52,М,16301,2
Брянская область,57,М,52838,1
Брянская область,38,М,90560,3
Брянская область,41,Ж,39621,0
Брянская область,45,Ж,96735,1
Брянская область,36,Ж,34388,1
Брянская область,30,М,33939,0
Брянская область,41,М,68276,1
Брянская область,42,Ж,31309,0
Брянская область,31,М,74866,1
Брянская область,24,Ж,24351,1
Брянская область,32,Ж,86055,1
Брянская область,24,Ж,15000,1
Брянская область,18,М,28849,0
Брянская область,21,Ж,64383,0
Брянская область,42,М,108901,2
Брянская область,33,М,62556,0
Брянская область,54,Ж,15000,5
Брянская область,34,Ж,61143,1
Брянская область,47,Ж,48399,3
Брянская область,45,Ж,82251,2
Брянская область,42,М,78147,0
Брянская область,57,М,63601,1
Брянская область,31,М,80679,2
Брянская область,45,Ж,45725,0
Брянская область,40,М,43504,1
Брянская область,33,М,49233,1
Брянская область,22,Ж,16786,0
Брянская область,56,М,38859,0
Брянская область,19,Ж,91890,0
Брянская область,45,М,46275,3
Брянская область,70,Ж,45893,1
Брянская область,41,М,93549,2
Брянская область,32,М,54755,6
Брянская область,49,М,67363,0
Брянская область,46,М,34244,0
Брянская область,26,Ж,97297,3
Брянская область,40,Ж,55436,3
Брянская область,19,Ж,37002,0
Брянская область,38,Ж,28246,1
Брянская область,39,М,73314,1
Брянская область,25,Ж,74293,2
Брянская область,54,Ж,31085,3
Брянская область,44,Ж,35886,0
Брянская область,28,Ж,96926,0
Брянская область,41,М,64596,1
Брянская область,18,М,15000,1
Брянская область,57,Ж,65718,1
Брянская область,67,Ж,22226,2
Брянская область,49,М,65380,0
Брянская область,58,Ж,30721,2
Брянская область,56,Ж,15000,2
Брянская область,56,М,60599,1
Брянская область,63,М,15000,3
Брянская область,60,М,45372,1
Брянская область,60,Ж,25068,0
Брянская область,23,Ж,52332,0
Брянская область,57,Ж,38231,2
Брянская область,59,М,74806,0
Брянская область,37,Ж,87897,0
Брянская область,42,Ж,50126,0
Брянская область,52,М,57621,2
Брянская область,47,Ж,69934,1
Брянская область,27,Ж,42410,1
Брянская область,53,Ж,31019,2
Брянская область,43,Ж,21467,1
Брянская область,30,М,52707,1
Брянская область,34,Ж,30335,0
Брянская область,53,Ж,72337,3
Брянская область,26,Ж,66564,0
Брянская область,24,М,72150,1
Брянская область,46,Ж,31509,1
Брянская область,25,М,47988,2
Брянская область,71,Ж,52113,0
Брянская область,34,Ж,65769,2
Брянская область,40,М,93489,0
Брянская область,45,М,69825,2
Брянская область,48,М,54972,1
Брянская область,29,Ж,51019,4
Брянская область,30,Ж,86070,2
Брянская область,18,М,42770,0
Брянская область,47,М,24024,1
Брянская область,56,Ж,45295,2
Брянская область,20,Ж,68736,0
Брянская область,58,Ж,41230,0
Брянская область,38,Ж,79022,0
Брянская область,28,М,57579,2
Брянская область,36,М,74644,3
Брянская область,48,Ж,15000,2
Брянская область,62,Ж,48974,3
Брянская область,47,Ж,46414,1
Брянская область,22,М,50353,1
Брянская область,67,М,41858,2
Брянская область,59,М,61592,0
Брянская область,48,М,39084,0
Брянская область,33,М,107702,0
Брянская область,31,М,97301,2
Брянская область,60,М,85259,1
Брянская область,23,Ж,52677,0
Брянская область,44,Ж,93551,4
Брянская область,51,Ж,41435,1
Брянская область,36,М,93602,1
Брянская область,20,М,35620,0
Брянская область,27,М,82216,0
Брянская область,48,М,88754,2
Брянская область,66,М,18445,1
Брянская область,18,М,27798,0
Брянская область,55,М,72832,2
Брянская область,23,Ж,25591,0
Брянская область,47,М,70779,3
Брянская область,38,Ж,78352,2
Брянская область,53,М,30148,2
Брянская область,57,Ж,15000,0
Брянская область,25,Ж,63393,0
Брянская область,33,Ж,88196,2
Брянская область,50,Ж,15000,0
Брянская область,65,М,15000,1
Брянская область,24,Ж,31897,0
Брянская область,18,Ж,30908,0
Брянская область,46,Ж,63802,1
Брянская область,32,М,44860,1
Брянская область,32,М,77270,1
Брянская область,29,Ж,43704,0
Брянская область,73,М,68308,2
Брянская область,67,М,58584,2
Брянская область,40,М,57774,1
Брянская область,30,М,62115,3
Брянская область,31,М,100513,0
Брянская область,41,Ж,88719,2
Брянская область,20,Ж,44450,0
Брянская область,45,М,58482,1
Брянская область,46,Ж,41277,2
Брянская область,64,Ж,55049,2
Брянская область,28,М,31154,5
Брянская область,28,Ж,20207,1
Брянская область,39,Ж,55163,0
Брянская область,47,М,68611,4
Брянская область,45,Ж,85955,2
Брянская область,34,Ж,76146,0
Брянская область,66,М,46417,0
Брянская область,53,Ж,58969,2
Брянская область,43,Ж,58450,1
Брянская область,33,М,80679,0
Брянская область,51,Ж,20135,1
Брянская область,51,М,35421,2
Брянская область,56,М,74842,1
Брянская область,30,М,43051,3
Брянская область,27,Ж,84473,1
Брянская область,18,Ж,31787,1
Брянская область,33,Ж,34788,1
Брянская область,43,М,53889,0
Брянская область,42,М,39397,3
Брянская область,55,М,15000,1
Брянская область,57,Ж,43425,0
Брянская область,35,М,86112,0
Брянская область,38,Ж,114244,3
Брянская область,20,М,74506,1
Брянская область,40,Ж,126135,3
Брянская область,50,М,37520,2
Брянская область,46,Ж,15000,1
Брянская область,58,Ж,78466,2
Брянская область,26,Ж,35566,1
Брянская область,38,М,87862,1
Брянская область,51,Ж,42526,2
Брянская область,54,Ж,23687,2
Брянская область,32,М,68540,0
Брянская область,65,М,52057,1
Брянская область,27,Ж,59106,1
Брянская область,29,Ж,52977,3
Брянская область,29,Ж,66671,2
Брянская область,55,М,65652,0
Брянская область,55,Ж,15000,0
Брянская область,18,М,36315,3
Брянская область,49,Ж,40887,0
Брянская область,63,Ж,15000,3
Брянская область,28,Ж,59926,3
Брянская область,46,Ж,55944,5
Брянская область,53,Ж,15000,1
Брянская область,42,Ж,83376,0
Брянская область,62,М,61806,0
Брянская область,33,Ж,20117,1
Брянская область,43,М,57985,1
Брянская область,42,М,74345,5
Брянская область,41,М,57112,0
Брянская область,60,М,70884,0
Брянская область,23,Ж,73520,0
Брянская область,37,М,41164,2
Брянская область,27,Ж,61561,2
Брянская область,21,М,15000,1
Брянская область,28,М,79231,0
Брянская область,40,Ж,15000,2
Брянская область,18,М,31667,0
Брянская область,35,М,125896,0
Брянская область,34,Ж,20056,0
Брянская область,34,М,114639,2
Брянская область,27,М,40539,0
Брянская область,41,Ж,63936,1
Брянская область,22,Ж,33781,0
Брянская область,49,М,47981,4
Брянская область,33,М,58983,2
Брянская область,34,М,81773,3
Брянская область,27,М,42797,1
Брянская область,54,М,69186,2
Брянская область,35,Ж,24774,1
Брянская область,22,Ж,70708,0
Брянская область,44,М,41674,1
Брянская область,26,Ж,72521,0
Брянская область,18,М,87134,0
Брянская область,29,М,66148,1
Брянская область,34,Ж,55035,5
Брянская область,47,Ж,17036,2
Брянская область,45,М,75161,2
Брянская область,33,М,94244,1
Брянская область,22,Ж,49702,0
Брянская область,44,М,60697,2
Брянская область,28,М,69391,1
Брянская область,62,Ж,31647,3
Брянская область,52,Ж,40117,0
Брянская область,27,Ж,28427,2
Брянская область,37,М,92252,1
Брянская область,37,Ж,51026,2
Брянская область,53,М,39591,0
Брянская область,69,М,34685,2
Брянская область,59,Ж,60187,1
Брянская область,29,Ж,15000,0
Брянская область,39,М,54639,2
Брянская область,42,Ж,88371,0
Брянская область,58,Ж,28005,1
Брянская область,44,Ж,42356,2
Брянская область,41,Ж,45238,5
Брянская область,42,Ж,77697,2
Брянская область,32,М,71481,0
Брянская область,18,М,15000,0
Брянская область,39,Ж,69704,2
Брянская область,31,М,48795,0
Брянская область,18,Ж,28135,1
Брянская область,38,М,70952,1
Брянская область,30,М,66402,2
Брянская область,29,М,102493,2
Брянская область,18,Ж,58237,2
Брянская область,18,М,35733,0
Брянская область,70,Ж,35023,4
Брянская область,54,М,20985,0
Брянская область,36,М,111298,1
Брянская область,51,М,25312,1
Брянская область,46,Ж,26864,6
Брянская область,68,М,85977,1
Брянская область,41,М,80680,2
Брянская область,29,М,84340,3
Брянская область,41,Ж,39511,1
Брянская область,60,Ж,63144,1
Брянская область,50,М,37934,1
Брянская область,25,Ж,21885,2
Брянская область,36,Ж,70346,1
Брянская область,45,Ж,70485,0
Брянская область,36,Ж,55313,1
Брянская область,54,Ж,41969,2
Брянская область,22,Ж,30314,0
Брянская область,50,М,50475,3
Брянская область,39,Ж,68679,0
Брянская область,43,Ж,72332,1
Брянская область,66,М,37320,0
Брянская область,51,М,77494,0
Брянская область,60,М,62033,2
Брянская область,30,М,72143,1
Брянская область,27,Ж,71746,3
Брянская область,18,М,39630,0
Брянская область,49,Ж,15000,2
Брянская область,55,Ж,20012,1
Брянская область,19,М,66621,0
Брянская область,55,М,47889,1
Брянская область,33,Ж,48055,1
Брянская область,32,М,54019,1
Брянская область,25,Ж,34299,1
Брянская область,42,М,66891,3
Брянская область,43,Ж,60440,0
Брянская область,18,М,26805,0
Брянская область,34,Ж,94308,0
Брянская область,56,М,58476,1
Брянская область,48,М,52224,0
Брянская область,47,Ж,43123,3
Брянская область,22,М,57179,0
Брянская область,50,М,80442,2
Брянская область,18,М,50985,1
Брянская область,66,Ж,38292,0
Брянская область,46,М,67232,3
Брянская область,63,М,58491,1
Брянская область,33,М,15332,3
Брянская область,25,Ж,109625,2
Брянская область,40,М,76561,1
Брянская область,43,Ж,31108,2
Брянская область,38,Ж,78462,2
Брянская область,52,Ж,41932,2
Брянская область,55,Ж,54540,2
Брянская область,45,Ж,44946,2
Брянская область,25,Ж,82882,0
Брянская область,36,Ж,60463,0
Брянская область,37,Ж,58905,0
Брянская область,27,М,87964,3
Брянская область,46,Ж,75458,1
Брянская область,54,Ж,58563,0
Брянская область,34,М,77085,0
Брянская область,18,М,43931,1
Брянская область,54,М,63588,1
Брянская область,48,М,63943,1
Брянская область,41,Ж,16283,4
Брянская область,18,М,48298,0
Брянская область,66,Ж,15000,2
Брянская область,40,Ж,22666,2
Брянская область,49,Ж,58278,0
Брянская область,45,М,68224,1
Брянская область,67,Ж,15000,0
Брянская область,47,Ж,24927,4
Брянская область,59,М,76829,0
Брянская область,35,М,65896,0
Брянская область,21,Ж,43687,0
Брянская область,24,Ж,15000,0
Брянская область,18,М,34809,1
Брянская область,38,Ж,16371,0
Брянская область,54,М,48779,2
Брянская область,46,М,66514,1
Брянская область,46,Ж,57381,1
Брянская область,25,М,92638,0
Брянская область,30,М,90504,3
Брянская область,48,М,45899,4
Брянская область,61,М,50002,0
Брянская область,44,М,81774,1
Брянская область,31,Ж,60836,1
Брянская область,18,Ж,15000,0
Брянская область,25,Ж,46058,1
Брянская область,73,М,60016,1
Брянская область,47,Ж,31532,1
Брянская область,33,Ж,47755,0
Брянская область,23,Ж,15000,0
Брянская область,61,М,30123,3
Брянская область,18,Ж,65053,0
Брянская область,45,М,75470,0
Брянская область,56,Ж,48324,2
Брянская область,32,М,45328,0
Брянская область,51,М,43347,2
Брянская область,70,М,34451,1
Брянская область,18,М,15000,0
Брянская область,63,Ж,59477,1
Брянская область,55,Ж,34265,0
Брянская область,43,Ж,45441,2
Брянская область,40,М,76201,0
Брянская область,34,М,79014,1
Брянская область,43,М,33394,0
Брянская область,71,М,18548,0
Брянская область,42,М,38143,1
Брянская область,39,М,108704,0
Брянская область,45,М,91241,2
Брянская область,46,Ж,15000,0
Брянская область,35,Ж,23848,1
Брянская область,65,М,29620,2
Брянская область,33,Ж,70295,1
Брянская область,23,М,74861,0
Брянская область,18,М,46145,1
Брянская область,40,М,83861,4
Брянская область,46,М,15000,2
Брянская область,41,М,102658,2
Брянская область,48,Ж,86328,4
Брянская область,44,М,46028,0
Брянская область,22,М,21581,0
Брянская область,29,Ж,23986,2
Брянская область,68,М,75799,1
Брянская область,42,Ж,48458,0
Брянская область,62,Ж,30407,0
Брянская область,54,Ж,43420,1
Брянская область,74,М,69002,0
Брянская область,26,Ж,63493,0
Брянская область,50,М,54179,3
Брянская область,38,Ж,48194,2
Брянская область,49,Ж,15000,5
Брянская область,26,М,86174,2
Брянская область,70,Ж,26856,0
Брянская область,42,М,27310,2
Брянская область,42,М,15000,1
Брянская область,27,Ж,99187,2
Брянская область,43,М,71732,2
Брянская область,35,Ж,81020,1
Брянская область,69,Ж,66959,3
Брянская область,38,Ж,16482,1
Брянская область,46,М,27863,3
Брянская область,41,М,33902,2
Брянская область,51,М,69619,1
Брянская область,61,Ж,81774,1
Брянская область,58,М,21104,0
Брянская область,40,Ж,51201,2
Брянская область,33,Ж,66854,0
Брянская область,46,Ж,15000,2
Брянская область,18,М,15000,0
Брянская область,18,Ж,50721,0
Брянская область,19,Ж,17946,0
Брянская область,45,М,104300,0
Брянская область,44,М,102277,0
Брянская область,27,М,82494,1
Брянская область,50,Ж,55239,4
Брянская область,75,М,39858,1
Брянская область,34,М,71267,1
Брянская область,26,М,33159,1
Брянская область,44,Ж,71969,2
Брянская область,54,Ж,25477,0
Брянская область,43,Ж,89953,2
Брянская область,59,М,42661,0
Брянская область,38,Ж,57644,3
Брянская область,61,Ж,18663,0
Брянская область,35,М,86806,1
Брянская область,46,Ж,15000,0
Брянская область,56,Ж,40837,0
Брянская область,31,М,46166,3
Брянская область,34,Ж,64123,0
Брянская область,30,М,68763,3
Брянская область,67,М,73473,2
Брянская область,46,Ж,38789,1
Брянская область,64,Ж,57219,1
Брянская область,32,Ж,70267,1
Брянская область,35,М,57572,0
Брянская область,20,М,40216,1
Брянская область,21,М,67956,1
Брянская область,48,М,67085,1
Брянская область,30,Ж,49843,2
Брянская область,18,Ж,15000,0
Брянская область,42,М,86067,1
Брянская область,47,Ж,45604,0
Брянская область,44,М,54889,1
Брянская область,18,Ж,62306,0
Брянская область,41,Ж,35473,1
Брянская область,28,М,95857,1
Брянская область,27,М,71273,0
Брянская область,25,Ж,15000,1
Брянская область,41,М,106261,1
Брянская область,32,Ж,50815,0
Брянская область,29,М,27971,2
Брянская область,34,Ж,90787,2
Брянская область,41,М,15000,1
Брянская область,22,Ж,15000,0
Брянская область,35,Ж,37427,1
Брянская область,36,М,15000,0
Брянская область,64,М,57735,2
Брянская область,42,Ж,112150,0
Брянская область,46,Ж,20966,0
Брянская область,24,Ж,16232,0
Брянская область,66,М,43494,0
Брянская область,24,Ж,15000,0
Брянская область,35,М,85958,3
Брянская область,58,М,78195,1
Брянская область,59,Ж,83076,3
Брянская область,26,М,89756,2
Брянская область,31,М,29757,3
Брянская область,46,Ж,94725,0
Брянская область,31,Ж,84311,2
Брянская область,39,Ж,20737,2
Брянская область,63,М,30963,1
Брянская область,32,Ж,41777,0
